head,relation,tail,mode
n07800740,_hypernym,n07800091,train
n04384593,_part_of,n02814533,train
n02311060,_hyponym,n02266269,train
n09942970,_hyponym,n10506915,train
n03237416,_hypernym,n03497657,train
n07566340,_hyponym,n07619881,train
n11669921,_hyponym,n11971783,train
n04202417,_hypernym,n03748162,train
n07756096,_part_of,n12164881,train
n10241300,_hyponym,n10276045,train
n04004767,_hypernym,n04004475,train
n07802417,_hyponym,n07804771,train
n11545714,_hyponym,n13206817,train
n10200781,_hyponym,n09903153,train
n03862676,_hypernym,n03620052,train
n12205694,_hyponym,n12092262,train
n02377703,_hyponym,n02378415,train
n03557360,_hypernym,n03558176,train
n01314781,_hypernym,n00015388,train
n00007846,_hyponym,n10585077,train
n00007846,_hyponym,n10240082,train
n03744276,_hyponym,n04059298,train
n03463381,_hypernym,n03365991,train
n10661563,_hypernym,n10438172,train
n02740764,_hyponym,n03146342,train
n04467099,_hyponym,n03776460,train
n12997654,_hypernym,n12992868,train
n01832167,_hypernym,n01831712,train
n03309808,_hyponym,n03703590,train
n00007846,_hyponym,n09767197,train
n03422589,_hyponym,n02985137,train
n12425281,_hyponym,n12454159,train
n01871875,_hyponym,n01873310,train
n10078806,_hyponym,n09846755,train
n02821627,_hyponym,n03225108,train
n03473465,_has_part,n03473227,train
n10105733,_hypernym,n09842047,train
n05244934,_hyponym,n05245192,train
n00463246,_hypernym,n00523513,train
n02404573,_hyponym,n02404906,train
n07707451,_hyponym,n07735510,train
n07557434,_hyponym,n07873807,train
n10633450,_hyponym,n10336411,train
n02003037,_hypernym,n02002075,train
n11618861,_hypernym,n13108841,train
n07619004,_hypernym,n07557434,train
n13104059,_hyponym,n12260799,train
n02938886,_hypernym,n03699975,train
n11729478,_hypernym,n13100677,train
n12698027,_hypernym,n12695144,train
n02296612,_hypernym,n02295064,train
n03546340,_hyponym,n03776460,train
n13125117,_hyponym,n11786843,train
n04151581,_hyponym,n04590553,train
n02817031,_hypernym,n04359589,train
n04389033,_hypernym,n02740533,train
n02898711,_hyponym,n04366367,train
n03857828,_part_of,n04039848,train
n04186848,_hyponym,n03045074,train
n02958343,_has_part,n03441345,train
n02896442,_hyponym,n03970363,train
n03251766,_hypernym,n02729837,train
n04103918,_synset_domain_topic_of,n04468005,train
n12102133,_hyponym,n12131405,train
n03844550,_part_of,n03695122,train
n03999992,_hypernym,n03699975,train
n02861509,_hypernym,n03489162,train
n10411551,_hypernym,n10577284,train
n09265620,_hypernym,n09437454,train
n09903936,_hypernym,n00007846,train
n12771597,_hypernym,n12771192,train
n02403920,_hypernym,n01887896,train
n07809368,_hyponym,n07814925,train
n01592694,_hypernym,n01591697,train
n03666362,_part_of,n03196598,train
n12476510,_hyponym,n12477583,train
n12546962,_hypernym,n13118707,train
n07723177,_hypernym,n07722217,train
n13062421,_hypernym,n13060190,train
n01741562,_hypernym,n01726692,train
n02892767,_hypernym,n04596852,train
n12804352,_hypernym,n12205694,train
n03633091,_hyponym,n04149083,train
n03292736,_has_part,n04355821,train
n02740533,_hyponym,n04389033,train
n04199027,_hypernym,n03380867,train
n02554730,_hyponym,n02588286,train
n11665372,_hyponym,n11668117,train
n09863936,_hypernym,n09945319,train
n10386984,_synset_domain_topic_of,n00475787,train
n04311595,_has_part,n04305016,train
n13085113,_hyponym,n11894558,train
n01999767,_hypernym,n01767661,train
n02427724,_hypernym,n02419796,train
n03639077,_hypernym,n03352628,train
n10259348,_hypernym,n09943239,train
n12143676,_has_part,n13133613,train
n00471613,_member_of_domain_topic,n09841515,train
n07929351,_part_of,n12662772,train
n02916936,_hypernym,n02862048,train
n04105893,_hyponym,n04446276,train
n02802215,_derivationally_related_form,n09842047,train
n00007846,_hyponym,n10635788,train
n01856553,_hypernym,n01855672,train
n02363996,_hypernym,n02329401,train
n03836451,_hypernym,n03323703,train
n03503718,_hypernym,n04295081,train
n02219486,_hyponym,n02220518,train
n03474896,_part_of,n03158885,train
n11703669,_hyponym,n11704093,train
n10619492,_hypernym,n00007846,train
n04530566,_hyponym,n04194289,train
n02407959,_hyponym,n02409508,train
n01574390,_hypernym,n01574045,train
n03760310,_hypernym,n03020034,train
n07577374,_hyponym,n07577538,train
n02257715,_hypernym,n02246011,train
n03400231,_hypernym,n03880531,train
n03489162,_hypernym,n04451818,train
n03039947,_hyponym,n02967782,train
n04304375,_hyponym,n04170515,train
n04004475,_hyponym,n04004767,train
n09264803,_hypernym,n09287968,train
n07705931,_hyponym,n07766530,train
n07889510,_hypernym,n07886849,train
n04049405,_hypernym,n03057021,train
n07717070,_part_of,n12160490,train
n02083346,_hyponym,n02115335,train
n02691156,_hyponym,n04160586,train
n10419472,_hypernym,n10604634,train
n13104059,_hyponym,n12806732,train
n11545714,_hyponym,n13174670,train
n02797295,_hypernym,n03484083,train
n04594489,_hyponym,n04402984,train
n03521076,_hypernym,n03600977,train
n10787470,_hyponym,n10780632,train
n00007846,_hyponym,n10118844,train
n07892512,_hyponym,n07895435,train
n12651821,_hyponym,n12641413,train
n10625860,_hypernym,n10370381,train
n02705944,_part_of,n04018155,train
n01924916,_hypernym,n01922303,train
n07593774,_hypernym,n07882886,train
n12589841,_hypernym,n12583126,train
n04244997,_hyponym,n03199901,train
n11669921,_hyponym,n12041446,train
n02059162,_hyponym,n02060889,train
n13224673,_hypernym,n13221529,train
n01940736,_hyponym,n01955933,train
n10618342,_hypernym,n10439851,train
n04110955,_hyponym,n02848523,train
n13104059,_hyponym,n12522188,train
n04014297,_hyponym,n04191943,train
n03273061,_part_of,n03273913,train
n03181293,_hypernym,n03278248,train
n10498816,_hypernym,n09830194,train
n12170585,_hyponym,n12173664,train
n12227658,_has_part,n12227909,train
n12655869,_hyponym,n12656685,train
n02987492,_hypernym,n04373894,train
n04077430,_hyponym,n04315948,train
n03546340,_hyponym,n02853016,train
n10435988,_hyponym,n10387324,train
n03034663,_hypernym,n03996145,train
n03033362,_hyponym,n04293258,train
n04413419,_has_part,n03614007,train
n04392526,_hypernym,n03278248,train
n13104059,_hyponym,n12202936,train
n04395332,_part_of,n02862048,train
n00015388,_hyponym,n01318894,train
n02084071,_hyponym,n02085374,train
n02935387,_hypernym,n02946921,train
n03792334,_synset_domain_topic_of,n00471613,train
n02218134,_hypernym,n02217563,train
n04489008,_hyponym,n04205318,train
n04521987,_hyponym,n04191150,train
n02272286,_hypernym,n02271897,train
n03082979,_hyponym,n03196324,train
n10297531,_hypernym,n09974648,train
n11672400,_hyponym,n12259316,train
n11695085,_hypernym,n11693981,train
n07809368,_hyponym,n07921090,train
n03116530,_hypernym,n04379243,train
n12651821,_hyponym,n12373100,train
n03183080,_hyponym,n03180969,train
n02991048,_hyponym,n04257986,train
n03064935,_part_of,n03430551,train
n02995998,_hypernym,n02727825,train
n07772788,_part_of,n12288823,train
n01712008,_hypernym,n01708106,train
n02110341,_hypernym,n02084071,train
n03617594,_hyponym,n03072440,train
n01976146,_hypernym,n01974773,train
n11876803,_hypernym,n11868814,train
n02891788,_hyponym,n03110669,train
n02241799,_hyponym,n02243562,train
n13150894,_hypernym,n12205694,train
n01604330,_hyponym,n01621127,train
n02198532,_hyponym,n02198859,train
n11868814,_hyponym,n11877283,train
n02008796,_hypernym,n02008041,train
n01884476,_hypernym,n01883513,train
n03880531,_hyponym,n03400231,train
n04067472,_part_of,n03351979,train
n02663211,_hypernym,n02661017,train
n10668666,_hypernym,n00007846,train
n03154446,_hypernym,n04451818,train
n08640739,_has_part,n08640531,train
n03947111,_hyponym,n03247083,train
n04487081,_has_part,n03273061,train
n01804921,_hypernym,n01806567,train
n11915214,_hyponym,n12023407,train
n07707451,_hyponym,n07733394,train
n03282060,_hyponym,n04051825,train
n02018027,_hyponym,n02018207,train
n02601921,_hypernym,n02601344,train
n04341686,_hyponym,n02733524,train
n10075693,_hypernym,n09815790,train
n02276902,_hypernym,n02274822,train
n02688443,_hyponym,n04112252,train
n02739889,_hypernym,n02740533,train
n04118776,_hypernym,n03735637,train
n07805731,_hypernym,n07800091,train
n12289433,_hypernym,n12288823,train
n01966377,_hypernym,n01965889,train
n12135898,_hypernym,n12141495,train
n12582846,_hyponym,n12594324,train
n02234848,_hypernym,n02233338,train
n10781236,_hypernym,n00007846,train
n12635744,_hypernym,n12634211,train
n04089666,_hypernym,n02872752,train
n00015388,_hyponym,n02384858,train
n12205694,_hyponym,n12394638,train
n10053808,_hyponym,n10791221,train
n03281145,_hyponym,n03899100,train
n10053808,_hyponym,n10548681,train
n03224893,_hypernym,n02913152,train
n01745484,_hyponym,n01745902,train
n02944826,_hyponym,n03550420,train
n02958343,_member_of_domain_topic,n02700064,train
n03200701,_hypernym,n04105893,train
n03497657,_hyponym,n03766322,train
n02889425,_hypernym,n04081844,train
n12651821,_hyponym,n11706761,train
n04008385,_hypernym,n03738241,train
n03309808,_hyponym,n04568841,train
n07860988,_hypernym,n07882497,train
n13208705,_hypernym,n11545714,train
n13194918,_hypernym,n11545714,train
n02171869,_hyponym,n02172870,train
n04489008,_hyponym,n03357081,train
n12205694,_hyponym,n12797368,train
n10129825,_hyponym,n09827363,train
n03791235,_has_part,n03010473,train
n04161981,_hyponym,n02828884,train
n02134971,_hyponym,n02137549,train
n03730153,_hypernym,n03294048,train
n01525720,_hyponym,n01603600,train
n00007846,_hyponym,n09606527,train
n03790512,_has_part,n03616428,train
n04123567,_hypernym,n03309808,train
n11953339,_has_part,n07731587,train
n09793141,_hypernym,n00007846,train
n04285622,_hyponym,n04039381,train
n10622053,_hyponym,n10523341,train
n13077295,_hypernym,n12992868,train
n12279458,_hypernym,n12268246,train
n02407521,_hypernym,n02406174,train
n03033362,_hyponym,n04595855,train
n12803226,_hypernym,n11672400,train
n01567133,_hyponym,n01570676,train
n07820036,_hypernym,n07723330,train
n02034971,_hypernym,n02034661,train
n09620794,_hypernym,n00007846,train
n03082807,_hypernym,n03736970,train
n02080713,_hypernym,n02079389,train
n03838298,_hypernym,n03656484,train
n07710616,_hyponym,n07711569,train
n06276697,_hypernym,n06271778,train
n12669803,_hypernym,n13104059,train
n04099175,_hyponym,n02872333,train
n02042046,_hypernym,n02041246,train
n03088707,_hyponym,n02934168,train
n07816296,_part_of,n11704093,train
n03093792,_hyponym,n04593866,train
n04536866,_hypernym,n02880546,train
n02000954,_hyponym,n02021050,train
n03391770,_hyponym,n04587648,train
n07884567,_hyponym,n07902121,train
n09903153,_hypernym,n10200781,train
n02590495,_hyponym,n02592371,train
n12205694,_hyponym,n11823043,train
n02134971,_hyponym,n02135220,train
n04186848,_hypernym,n04148054,train
n04339638,_hyponym,n04234455,train
n12881105,_hypernym,n13122364,train
n11727091,_hypernym,n11669921,train
n02416519,_hypernym,n02401031,train
n03278248,_hyponym,n03842377,train
n11545714,_hyponym,n13180534,train
n03200701,_hyponym,n03751065,train
n01438208,_hyponym,n01439121,train
n02366959,_hypernym,n02329401,train
n11767354,_hypernym,n13100156,train
n13195761,_hypernym,n11545714,train
n01621127,_hyponym,n01623706,train
n11694664,_has_part,n07761309,train
n01621127,_hyponym,n01623110,train
n11868814,_hyponym,n11877473,train
n02266050,_hypernym,n02263378,train
n00007846,_hyponym,n09756961,train
n02186153,_hyponym,n02187554,train
n07769886,_part_of,n12745564,train
n05238282,_has_part,n05245192,train
n02331046,_hyponym,n02331309,train
n07642933,_hypernym,n07642471,train
n07708798,_hyponym,n07725376,train
n02799323,_hypernym,n02954340,train
n03932670,_hyponym,n04045941,train
n02271897,_hyponym,n02272286,train
n01621127,_hyponym,n01621635,train
n10018861,_hyponym,n10525436,train
n04205318,_hyponym,n02831595,train
n09720256,_hypernym,n09738400,train
n04451818,_hyponym,n03489162,train
n04217546,_hypernym,n02913152,train
n03852280,_hyponym,n04273064,train
n09326662,_hypernym,n09303008,train
n01934440,_hypernym,n01922303,train
n02883344,_hyponym,n04495051,train
n12425281,_hyponym,n12474167,train
n02958343,_has_part,n04085017,train
n07709333,_hyponym,n07720277,train
n12425281,_hyponym,n12462582,train
n04293258,_hypernym,n03033362,train
n04377057,_hyponym,n03533486,train
n13138658,_hyponym,n07744811,train
n12519563,_hypernym,n12205694,train
n02738031,_hypernym,n04566257,train
n02288789,_hypernym,n02283201,train
n02838014,_part_of,n04530566,train
n11545714,_hyponym,n13177529,train
n07804323,_hypernym,n07566863,train
n13906484,_hypernym,n13905792,train
n12441183,_hypernym,n12205694,train
n01547832,_hyponym,n01550172,train
n10682953,_hypernym,n09622302,train
n01586941,_hypernym,n01525720,train
n01553142,_hypernym,n01546921,train
n09620078,_hyponym,n09738400,train
n01439121,_hypernym,n01438208,train
n03106722,_hypernym,n03309808,train
n04039381,_hypernym,n04285622,train
n04973669,_hypernym,n04973386,train
n03594277,_part_of,n03027250,train
n09811852,_hypernym,n10582746,train
n03494278,_hypernym,n03393324,train
n12102133,_hyponym,n12117017,train
n13905792,_part_of,n05238282,train
n03259505,_hyponym,n03751590,train
n04014297,_hyponym,n04281375,train
n07921455,_hyponym,n07921615,train
n04543772,_hypernym,n04574999,train
n01796519,_hyponym,n01796729,train
n00467995,_member_of_domain_topic,n04318131,train
n12526516,_hypernym,n13118707,train
n03928116,_has_part,n04257223,train
n01587526,_hypernym,n01525720,train
n06263369,_hypernym,n06263609,train
n03510583,_hypernym,n02686568,train
n12592839,_hypernym,n13135832,train
n02749169,_hypernym,n03994008,train
n01662784,_hyponym,n01663401,train
n02910353,_has_part,n04010927,train
n12318378,_hyponym,n12319204,train
n12868880,_hypernym,n12205694,train
n03343853,_hyponym,n04206356,train
n03501288,_part_of,n02865665,train
n05238282,_hyponym,n05526957,train
n02040505,_hyponym,n02044178,train
n03824381,_has_part,n03824284,train
n03057021,_hyponym,n04049405,train
n07826930,_part_of,n11709205,train
n03236423,_hypernym,n02792552,train
n03800933,_hyponym,n04586932,train
n07710007,_hyponym,n07710616,train
n04330340,_hyponym,n04003241,train
n04175147,_part_of,n03085333,train
n12965626,_hypernym,n12992868,train
n04340935,_hyponym,n03610098,train
n06274921,_hypernym,n06271778,train
n07731952,_hypernym,n07802417,train
n01623110,_hypernym,n01621127,train
n11878633,_hypernym,n11878283,train
n12160490,_hyponym,n12161056,train
n12588780,_hypernym,n12583126,train
n12041446,_hyponym,n12075830,train
n07809096,_hyponym,n07841037,train
n04552348,_hypernym,n03510583,train
n04091097,_hypernym,n03430959,train
n03613294,_has_part,n04184095,train
n00007846,_hyponym,n10143725,train
n01795088,_hypernym,n02153203,train
n07863374,_hypernym,n07557434,train
n01574045,_hyponym,n01575401,train
n03003091,_hypernym,n04608567,train
n00017222,_member_of_domain_topic,n01384687,train
n04171831,_hyponym,n03020034,train
n12807409,_hypernym,n12806732,train
n03846234,_hypernym,n03763968,train
n02033561,_hypernym,n02022684,train
n02188699,_hyponym,n02200198,train
n13108841,_hyponym,n11658709,train
n12157769,_hyponym,n12165758,train
n03857828,_hypernym,n03278248,train
n07824702,_hypernym,n07809368,train
n02731398,_hypernym,n04061969,train
n01661091,_hypernym,n01471682,train
n03732114,_hypernym,n02921884,train
n11750508,_hypernym,n12495146,train
n04455250,_hypernym,n03726760,train
n11985053,_hypernym,n13122364,train
n03305522,_hyponym,n03565565,train
n07881800,_hyponym,n07914128,train
n04257223,_part_of,n03928116,train
n01956481,_hyponym,n01967094,train
n10625860,_hyponym,n10281546,train
n03767459,_hypernym,n03257586,train
n01727646,_hyponym,n01739647,train
n03525827,_hyponym,n03525454,train
n02601344,_hyponym,n02602059,train
n06272803,_hypernym,n06272290,train
n02353861,_hyponym,n02354781,train
n02330245,_hypernym,n02329401,train
n03589791,_hypernym,n03057021,train
n03243218,_has_part,n04277493,train
n02244173,_hyponym,n02244515,train
n02594250,_hypernym,n02554730,train
n10380126,_hypernym,n00007846,train
n07811416,_hyponym,n07817024,train
n00007846,_hyponym,n10438172,train
n11727540,_hypernym,n11727091,train
n04390977,_hypernym,n03967942,train
n09770179,_hypernym,n10317007,train
n03916720,_hyponym,n03163973,train
n00442115,_hyponym,n00444651,train
n09287968,_hyponym,n09433442,train
n03620052,_hyponym,n03761084,train
n07884567,_hyponym,n07905618,train
n02402425,_hypernym,n02402010,train
n11779300,_hyponym,n11782036,train
n03800933,_derivationally_related_form,n10340312,train
n03001282,_has_part,n02999410,train
n07884567,_hyponym,n07921615,train
n03001627,_hypernym,n04161981,train
n02062744,_hyponym,n02063224,train
n12162425,_hypernym,n12157769,train
n02237581,_hyponym,n02238235,train
n11915214,_hyponym,n11915899,train
n03315644,_hypernym,n04014297,train
n04143897,_hypernym,n03419014,train
n11953610,_part_of,n11953038,train
n12406488,_hypernym,n12405714,train
n03967942,_hyponym,n04390977,train
n04045941,_hypernym,n03932670,train
n03285912,_hyponym,n04061969,train
n00007846,_hyponym,n10247880,train
n13109733,_hyponym,n12651821,train
n03976657,_hyponym,n04267577,train
n03540595,_has_part,n04549919,train
n04105438,_hypernym,n04014297,train
n01779629,_hyponym,n01782209,train
n01546921,_hyponym,n01547832,train
n03854065,_has_part,n03614007,train
n13104059,_hyponym,n12670758,train
n07750586,_hypernym,n07737081,train
n07935504,_hyponym,n07936263,train
n01639765,_hyponym,n01643255,train
n02285548,_hyponym,n02286089,train
n13143285,_has_part,n07765999,train
n02159955,_hyponym,n02246011,train
n03309808,_hypernym,n00021939,train
